Ano,Código Órgão Superior,Nome Órgão Superior,Código Função,Nome Função,Código Subfunção,Nome Subfunção,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
2024,53000,Ministério da Integração e do Desenvolvime,26,Transporte,127,Ordenamento territorial,0.0,0.0,0.0
2024,54000,Ministério do Turismo,04,Administração,131,Comunicação social,0.0,0.0,0.0
2024,54000,Ministério do Turismo,12,Educação,128,Formação de recursos humanos,9821.1,0.0,0.0
2024,54000,Ministério do Turismo,13,Cultura,122,Administração geral,0.0,0.0,0.0
2024,54000,Ministério do Turismo,15,Urbanismo,244,Assistência comunitária,0.0,0.0,0.0
2024,54000,Ministério do Turismo,15,Urbanismo,451,infra-estrutura urbana,0.0,0.0,0.0
2024,54000,Ministério do Turismo,19,Ciência e Tecnologia,131,Comunicação social,0.0,0.0,0.0
2024,54000,Ministério do Turismo,23,Comércio e serviços,301,Atenção básica,0.0,0.0,0.0
2024,54000,Ministério do Turismo,28,Encargos especiais,846,Outros encargos especiais,-11569.98,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,04,Administração,124,Controle interno,0.0,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,04,Administração,128,Formação de recursos humanos,0.0,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,04,Administração,301,Atenção básica,0.0,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,04,Administração,846,Outros encargos especiais,0.0,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",0.0,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,24,Comunicações,122,Administração geral,0.0,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,24,Comunicações,131,Comunicação social,0.0,0.0,0.0
2024,55000,Ministério do Desenvolvimento e Assistência,27,Desporto e lazer,811,Desporto de rendimento,0.0,0.0,0.0
2024,56000,Ministério das Cidades,03,Essencial à justiça,092,Representação judicial e extrajudicial,0.0,0.0,0.0
2024,56000,Ministério das Cidades,06,Segurança pública,182,Defesa civil,0.0,0.0,0.0
2024,56000,Ministério das Cidades,10,Saúde,122,Administração geral,0.0,0.0,0.0
2024,56000,Ministério das Cidades,10,Saúde,126,Tecnologia da informação,0.0,0.0,0.0
2024,56000,Ministério das Cidades,10,Saúde,511,Saneamento básico rural,0.0,0.0,0.0
2024,56000,Ministério das Cidades,10,Saúde,512,Saneamento básico urbano,0.0,0.0,0.0
2024,56000,Ministério das Cidades,15,Urbanismo,127,Ordenamento territorial,500000.0,0.0,0.0
2024,56000,Ministério das Cidades,15,Urbanismo,244,Assistência comunitária,0.0,0.0,0.0
2024,56000,Ministério das Cidades,15,Urbanismo,301,Atenção básica,0.0,0.0,0.0
2024,56000,Ministério das Cidades,15,Urbanismo,482,Habitação urbana,0.0,0.0,0.0
2024,56000,Ministério das Cidades,16,Habitação,451,infra-estrutura urbana,0.0,0.0,0.0
2024,56000,Ministério das Cidades,17,Saneamento,511,Saneamento básico rural,3848902.0,0.0,0.0
2024,56000,Ministério das Cidades,26,Transporte,122,Administração geral,0.0,0.0,0.0
2024,58000,Ministério da Pesca e Aquicultura,04,Administração,122,Administração geral,782683.0,779848.7,0.0
2024,63000,Advocacia-Geral da União,03,Essencial à justiça,062,Defesa do interesse público no processo judiciário,1054.59,0.0,0.0
2024,63000,Advocacia-Geral da União,06,Segurança pública,122,Administração geral,6043.9,0.0,0.0
2024,63000,Advocacia-Geral da União,12,Educação,128,Formação de recursos humanos,2892.78,2892.78,0.0
2024,63000,Advocacia-Geral da União,14,Direitos da cidadania,423,Assistência aos povos indígenas,300000.0,0.0,0.0
2024,63000,Advocacia-Geral da União,19,Ciência e Tecnologia,122,Administração geral,964.24,964.24,0.0
2024,63000,Advocacia-Geral da União,22,Indústria,122,Administração geral,110487.53,0.0,0.0
2024,63000,Advocacia-Geral da União,24,Comunicações,122,Administração geral,4637.21,0.0,0.0
2024,63000,Advocacia-Geral da União,26,Transporte,125,Normatização e fiscalização,26673.6,0.0,0.0
2024,65000,Ministério das Mulheres,09,Previdência social,272,Previdência do regime estatutário,-987001.42,0.0,0.0
2024,65000,Ministério das Mulheres,14,Direitos da cidadania,846,Outros encargos especiais,-180009.36,0.0,0.0
2024,65000,Ministério das Mulheres,28,Encargos especiais,846,Outros encargos especiais,-13000.0,0.0,0.0
2024,67000,Ministério da Igualdade Racial,04,Administração,331,Proteção e benefícios ao trabalhador,-3909.57,0.0,0.0
2024,67000,Ministério da Igualdade Racial,07,Relações exteriores,128,Formação de recursos humanos,5214.0,3041.5,0.0
2024,67000,Ministério da Igualdade Racial,09,Previdência social,272,Previdência do regime estatutário,-971895.84,0.0,0.0
2024,67000,Ministério da Igualdade Racial,12,Educação,364,Ensino superior,0.0,2619.0,0.0
2024,67000,Ministério da Igualdade Racial,28,Encargos especiais,846,Outros encargos especiais,-13000.0,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,03,Essencial à justiça,092,Representação judicial e extrajudicial,3470.15,3470.15,0.0
2024,68000,Ministério de Portos e Aeroportos,04,Administração,125,Normatização e fiscalização,1379.49,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,04,Administração,128,Formação de recursos humanos,0.0,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,06,Segurança pública,122,Administração geral,-407.96,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,10,Saúde,128,Formação de recursos humanos,45176.78,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,13,Cultura,128,Formação de recursos humanos,2580.0,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,18,Gestão ambiental,122,Administração geral,2761.82,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,22,Indústria,122,Administração geral,-11.48,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,26,Transporte,126,Tecnologia da informação,-346725.0,0.0,0.0
2024,68000,Ministério de Portos e Aeroportos,26,Transporte,301,Atenção básica,0.0,0.0,0.0
2024,81000,Ministério dos Direitos Humanos e Cidadania,04,Administração,131,Comunicação social,0.0,0.0,0.0
2024,81000,Ministério dos Direitos Humanos e Cidadania,09,Previdência social,272,Previdência do regime estatutário,-1000578.17,0.0,0.0
2024,81000,Ministério dos Direitos Humanos e Cidadania,12,Educação,211,Relações diplomáticas,-17000.0,0.0,0.0
2024,81000,Ministério dos Direitos Humanos e Cidadania,14,Direitos da cidadania,242,Assistência ao portador de deficiência,0.0,0.0,0.0
2024,81000,Ministério dos Direitos Humanos e Cidadania,14,Direitos da cidadania,846,Outros encargos especiais,-247718.46,1085.66,0.0
2024,81000,Ministério dos Direitos Humanos e Cidadania,28,Encargos especiais,845,Outras transferências,91960.0,0.0,0.0
2024,84000,Ministério dos Povos Indígenas,03,Essencial à justiça,092,Representação judicial e extrajudicial,3214.2,0.0,0.0
2024,84000,Ministério dos Povos Indígenas,13,Cultura,128,Formação de recursos humanos,6190.4,0.0,0.0
2024,84000,Ministério dos Povos Indígenas,14,Direitos da cidadania,301,Atenção básica,0.0,0.0,0.0
2024,84000,Ministério dos Povos Indígenas,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",0.0,0.0,0.0
2024,84000,Ministério dos Povos Indígenas,18,Gestão ambiental,125,Normatização e fiscalização,252307.8,0.0,0.0
2024,35000,Ministério das Relações Exteriores,11,Trabalho,211,Relações diplomáticas,-179.37,-179.37,-179.37
2024,35000,Ministério das Relações Exteriores,24,Comunicações,122,Administração geral,-3703.9200000000005,-3703.9200000000005,-3703.9200000000005
2024,20000,Presidência da República,05,Defesa nacional,151,Defesa aérea,-238583.59,-32929.09,-32929.09
2024,26000,Ministério da Educação,06,Segurança pública,181,Policiamento,30954043.3,428000.0,-68500.0
2024,24000,"Ministério da Ciência, Tecnologia e Inovaç",10,Saúde,391,"Patrimônio histórico, artístico e arqueológico",0.0,-82798.0,-82798.0
2024,24000,"Ministério da Ciência, Tecnologia e Inovaç",10,Saúde,305,Vigilância epidemiológica,192741.41999999993,-1269220.3599999999,-1921690.3599999999
2024,26000,Ministério da Educação,13,Cultura,392,Difusão cultural,-16477855.91,-24873380.69,-25153593.73
2025,33000,Ministério da Previdência Social,09,Previdência social,271,Previdência básica,33073246844.57,76557770539.56,78934605193.59
2025,25000,Ministério da Fazenda,28,Encargos especiais,845,Outras transferências,-9925395751.39,49451042468.29,50608255538.479996
2025,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,246,SEGURANCA DE RENDA,11930878844.98,12409807291.0,12409807291.0
2025,36000,Ministério da Saúde,10,Saúde,302,Assistência hospitalar e ambulatorial,15229660836.2,10972091015.16,11045241007.6
2025,25000,Ministério da Fazenda,28,Encargos especiais,847,Transferências para a educação básica,-1627111033.13,8895783078.16,8895783078.16
2025,25000,Ministério da Fazenda,28,Encargos especiais,846,Outros encargos especiais,30722169220.99,8122285174.110001,8140460799.17
2025,52000,Ministério da Defesa,05,Defesa nacional,122,Administração geral,-859747800.4,5798093122.7300005,7993177156.96
2025,36000,Ministério da Saúde,10,Saúde,301,Atenção básica,6144908342.95,6234403310.8,6255316962.3
2025,33000,Ministério da Previdência Social,08,Assistência social,242,Assistência ao portador de deficiência,5730605917.12,5960270907.09,5967510405.21
2025,32000,Ministério de Minas e Energia,28,Encargos especiais,845,Outras transferências,14813636700.48,5904664670.29,5904664670.29
2025,25000,Ministério da Fazenda,20,Agricultura,608,Promoção da produção agropecuária,41842776.55,5701751591.719999,5701751591.719999
2025,26000,Ministério da Educação,12,Educação,364,Ensino superior,2739784278.41,5127941444.32,5446567016.95
2025,26000,Ministério da Educação,12,Educação,847,Transferências para a educação básica,46285937.5,5178271348.75,5183881348.75
2025,20000,Presidência da República,28,Encargos especiais,846,Outros encargos especiais,18510870579.78,5006785833.08,5006804581.7
2025,40000,Ministério do Trabalho e Emprego,11,Trabalho,331,Proteção e benefícios ao trabalhador,9899048065.77,4742440262.940001,4740654467.2
2025,33000,Ministério da Previdência Social,08,Assistência social,241,Assistência ao idoso,688225720.99,4082535525.6299996,4080474329.18
2025,44000,Ministério do Meio Ambiente e Mudança do Cl,18,Gestão ambiental,541,Preservação e conservação ambiental,7578910351.39,4063628969.42,4063434053.43
2025,25000,Ministério da Fazenda,28,Encargos especiais,841,Refinanciamento da dívida interna,-12982420706.41,3827099339.3999996,3827099339.3999996
2025,53000,Ministério da Integração e do Desenvolvime,28,Encargos especiais,846,Outros encargos especiais,2435402687.92,3603069264.9700003,3710586451.01
2025,52000,Ministério da Defesa,28,Encargos especiais,846,Outros encargos especiais,-217193286.77,2170049390.42,3272212560.61
2025,36000,Ministério da Saúde,10,Saúde,122,Administração geral,1644900128.28,2916087626.67,2973986537.74
2025,56000,Ministério das Cidades,28,Encargos especiais,846,Outros encargos especiais,3284938610.84,2601236595.1299996,2607208151.06
2025,26000,Ministério da Educação,09,Previdência social,272,Previdência do regime estatutário,407906031.67,1761289713.81,2602773331.41
2025,36000,Ministério da Saúde,10,Saúde,303,Suporte profilático e terapêutico,2182284251.67,1990790522.76,2366932604.38
2025,40000,Ministério do Trabalho e Emprego,11,Trabalho,334,Fomento ao trabalho,2204919486.51,2198313692.5,2202010450.58
2025,26000,Ministério da Educação,12,Educação,363,Ensino profissional,1062411938.6800001,2258222450.81,2197417040.32
2025,46000,Ministério da Gestão e da Inovação em Ser,09,Previdência social,272,Previdência do regime estatutário,85789188.69000003,1511762136.3,2133795404.23
2025,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,572,Desenvolvimento tecnológico e engenharia,16122354623.01,2197020984.21,2098868752.9099998
2025,68000,Ministério de Portos e Aeroportos,28,Encargos especiais,846,Outros encargos especiais,5956022162.68,1954792946.52,1958774857.78
2025,25000,Ministério da Fazenda,28,Encargos especiais,843,Serviço da dívida interna,-5619131870.759999,1924594621.35,1924594621.35
2025,26000,Ministério da Educação,12,Educação,302,Assistência hospitalar e ambulatorial,416024253.52,1179098460.71,1743152011.23
2025,26000,Ministério da Educação,28,Encargos especiais,847,Transferências para a educação básica,1286388255.74,1661416523.23,1661416523.23
2025,26000,Ministério da Educação,12,Educação,846,Outros encargos especiais,416626071.66,973353438.78,1596128821.01
2025,36000,Ministério da Saúde,10,Saúde,305,Vigilância epidemiológica,1211943139.6499999,1629251802.23,1550084727.7600002
2025,52000,Ministério da Defesa,05,Defesa nacional,151,Defesa aérea,1277923832.8700001,1410260765.37,1451773047.45
2025,36000,Ministério da Saúde,09,Previdência social,272,Previdência do regime estatutário,138316012.63,954462368.2299999,1392279988.75
2025,52000,Ministério da Defesa,05,Defesa nacional,331,Proteção e benefícios ao trabalhador,765528639.37,1266942144.93,1310790882.67
2025,26000,Ministério da Educação,12,Educação,368,Educação básica,1995835504.13,1295666025.29,1293114018.52
2025,52000,Ministério da Defesa,05,Defesa nacional,572,Desenvolvimento tecnológico e engenharia,991555020.24,1175765708.78,1250505159.86
2025,39000,Ministério dos Transportes,26,Transporte,782,Transporte rodoviário,1363358575.72,1231996423.94,1211585142.83
2025,25000,Ministério da Fazenda,20,Agricultura,605,Abastecimento,17410493.18,1203167922.73,1203167922.73
2025,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,571,Desenvolvimento científico,211578412.13,618178410.75,1086643240.91
2025,56000,Ministério das Cidades,28,Encargos especiais,845,Outras transferências,345435578.0,1000435578.0,1000435578.0
2025,52000,Ministério da Defesa,05,Defesa nacional,153,Defesa terrestre,568470054.2199999,968886319.74,995909725.39
2025,25000,Ministério da Fazenda,04,Administração,122,Administração geral,276853165.78,963924114.69,979589908.72
2025,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,122,Administração geral,242511175.10999998,835983965.75,976996550.64
2025,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,181,Policiamento,644460586.53,843610592.4799999,870428777.76
2025,25000,Ministério da Fazenda,28,Encargos especiais,844,Serviço da dívida externa,803392662.45,854517432.77,854517432.77
2025,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,122,Administração geral,310811503.47999996,831915692.27,835661632.98
2025,33000,Ministério da Previdência Social,09,Previdência social,272,Previdência do regime estatutário,912287.1199999992,485953071.38,718568157.3800001
2025,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,245,SERVICOS SOCIOASSISTENCIAIS,433070851.04,723648906.1,696813270.82
2025,33000,Ministério da Previdência Social,09,Previdência social,122,Administração geral,375774024.4,623284042.37,687067112.8399999
2025,22000,Ministério da Agricultura e Pecuária,20,Agricultura,122,Administração geral,182441618.68,477333949.03999996,662931582.27
2025,26000,Ministério da Educação,12,Educação,694,Serviços financeiros,250000000.0,631825829.38,631825829.38
2025,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,244,Assistência comunitária,690218407.53,626275278.2,626672075.49
2025,30000,Ministério da Justiça e Segurança Pública,09,Previdência social,272,Previdência do regime estatutário,-7991575.780000003,416637130.62,618930778.36
2025,42000,Ministério da Cultura,28,Encargos especiais,845,Outras transferências,913982853.1800001,597318538.03,595061795.24
2025,53000,Ministério da Integração e do Desenvolvime,18,Gestão ambiental,544,Recursos hídricos,655434571.05,569075373.54,520491881.96999997
2025,52000,Ministério da Defesa,28,Encargos especiais,844,Serviço da dívida externa,519378732.18,519378732.18,519378732.18
2025,26000,Ministério da Educação,12,Educação,331,Proteção e benefícios ao trabalhador,68627583.44,512962152.48,516585104.46
2025,25000,Ministério da Fazenda,04,Administração,126,Tecnologia da informação,583142589.66,480562841.08,497363931.22999996
2025,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,421,Custódia e reintegração social,515959870.03,443740227.5,445144522.66
2025,33000,Ministério da Previdência Social,28,Encargos especiais,846,Outros encargos especiais,241529501.51999998,390871754.44,427043959.74
2025,52000,Ministério da Defesa,09,Previdência social,272,Previdência do regime estatutário,-43719582.92,300853388.24,426770007.53
2025,56000,Ministério das Cidades,16,Habitação,482,Habitação urbana,407792506.44,422012074.18,421122150.04
2025,26000,Ministério da Educação,10,Saúde,302,Assistência hospitalar e ambulatorial,581318916.84,462621451.35,418726097.94
2025,52000,Ministério da Defesa,05,Defesa nacional,152,Defesa naval,118318689.69,361054815.91,417959619.34
2025,47000,Ministério do Planejamento e Orçamento,28,Encargos especiais,846,Outros encargos especiais,231119651.93,372043386.56,372044904.56
2025,41000,Ministério das Comunicações,24,Comunicações,572,Desenvolvimento tecnológico e engenharia,0.0,362096536.0,362096536.0
2025,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,631,Reforma agrária,183323396.91000003,352078796.04,353136822.01000005
2025,63000,Advocacia-Geral da União,04,Administração,122,Administração geral,19914290.28,262045064.47,311447258.73
2025,22000,Ministério da Agricultura e Pecuária,09,Previdência social,272,Previdência do regime estatutário,183945492.69,186166329.57,277011400.41
2025,26000,Ministério da Educação,12,Educação,571,Desenvolvimento científico,14601128.0,274751200.51,274751200.51
2025,47000,Ministério do Planejamento e Orçamento,04,Administração,122,Administração geral,80334575.97,174275170.36,259504162.12
2025,22000,Ministério da Agricultura e Pecuária,20,Agricultura,608,Promoção da produção agropecuária,385356741.61,560923912.36,258814478.56
2025,25201,Banco Central do Brasil - Orçamento Fiscal e,09,Previdência social,272,Previdência do regime estatutário,166736005.42000002,171621320.35999998,256626119.60000002
2025,39000,Ministério dos Transportes,26,Transporte,122,Administração geral,123896125.44,231251746.27,251888005.57999998
2025,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,511,Saneamento básico rural,41653807.14,251479508.59999996,251342934.59999996
2025,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,122,Administração geral,4130358.2299999977,170642439.92000002,248307836.98
2025,35000,Ministério das Relações Exteriores,07,Relações exteriores,122,Administração geral,205158791.62,235472318.35999998,246540366.89999998
2025,26000,Ministério da Educação,12,Educação,122,Administração geral,363073792.12,325421469.22,240701817.73
2025,25201,Banco Central do Brasil - Orçamento Fiscal e,04,Administração,122,Administração geral,129642399.94,159724964.88,232470352.1
2025,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,846,Outros encargos especiais,62425335.77,113280993.06,226585911.15
2025,35000,Ministério das Relações Exteriores,07,Relações exteriores,211,Relações diplomáticas,236655028.84,216827546.58,224609528.59
2025,46000,Ministério da Gestão e da Inovação em Ser,28,Encargos especiais,846,Outros encargos especiais,-16438192.65,187047489.83,224285145.56
2025,36000,Ministério da Saúde,10,Saúde,128,Formação de recursos humanos,431883580.5,370611882.76,205738218.25
2025,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,122,Administração geral,25190102.45,196881907.8,200617483.55
2025,51000,Ministério do Esporte,27,Desporto e lazer,812,Desporto comunitário,803145448.92,194864984.37,199117637.4
2025,56000,Ministério das Cidades,15,Urbanismo,453,Transportes coletivos urbanos,201144421.5,192953065.66,198035455.24
2025,36000,Ministério da Saúde,10,Saúde,571,Desenvolvimento científico,226977251.14000002,176953768.01,180838110.94
2025,42000,Ministério da Cultura,13,Cultura,392,Difusão cultural,124702507.06,175293882.36,178868866.71
2025,47000,Ministério do Planejamento e Orçamento,09,Previdência social,272,Previdência do regime estatutário,-23959297.27,133003327.75,176736664.04
2025,44000,Ministério do Meio Ambiente e Mudança do Cl,18,Gestão ambiental,122,Administração geral,37823836.87,142960329.11,170351901.91
2025,49000,Ministério do Desenvolvimento Agrário e Agr,08,Assistência social,306,Alimentação e nutrição,150779440.39000002,154698147.26,161614336.88
2025,41000,Ministério das Comunicações,24,Comunicações,122,Administração geral,76042386.52,158428322.1,161043913.21
2025,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,244,Assistência comunitária,0.0,156013548.0,156013548.0
2025,25000,Ministério da Fazenda,04,Administração,846,Outros encargos especiais,4419160.81,77991847.25,153099326.67
2025,24000,"Ministério da Ciência, Tecnologia e Inovaç",09,Previdência social,272,Previdência do regime estatutário,2287097.2600000007,100126669.88,150972210.05
2025,40000,Ministério do Trabalho e Emprego,11,Trabalho,122,Administração geral,81587299.94,158290563.79,146675298.70000002
2025,46000,Ministério da Gestão e da Inovação em Ser,05,Defesa nacional,122,Administração geral,11696674.270000001,109868716.97999999,145935008.09
2025,33000,Ministério da Previdência Social,09,Previdência social,846,Outros encargos especiais,49825675.79,71023650.86,139476367.73
2025,32000,Ministério de Minas e Energia,25,Energia,122,Administração geral,17301336.21,122785403.53,134705953.0
2025,26000,Ministério da Educação,12,Educação,306,Alimentação e nutrição,16318259.28,130086366.07000001,130189421.41
2025,53000,Ministério da Integração e do Desenvolvime,04,Administração,122,Administração geral,29863734.57,115456583.03,127445995.05
2025,36000,Ministério da Saúde,10,Saúde,423,Assistência aos povos indígenas,132841385.28999999,142419128.45,125507707.48
2025,63000,Advocacia-Geral da União,09,Previdência social,272,Previdência do regime estatutário,0.0,89215122.29,124362061.96
2025,25000,Ministério da Fazenda,23,Comércio e serviços,693,Comércio exterior,-808564373.9300001,122608587.99,122608587.99
2025,40000,Ministério do Trabalho e Emprego,28,Encargos especiais,846,Outros encargos especiais,103713445.63000001,120264087.68,120595385.41000001
2025,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,243,Assistência à criança e ao adolescente,45000000.0,119625997.77,119625997.77
2025,49000,Ministério do Desenvolvimento Agrário e Agr,20,Agricultura,605,Abastecimento,337029032.28000003,84584561.58,114819880.87
2025,26000,Ministério da Educação,12,Educação,573,Difusão do conhecimento científico e tecnológico,53613453.6,140021781.15,108421772.35000001
2025,32000,Ministério de Minas e Energia,22,Indústria,122,Administração geral,54094243.760000005,102295336.77,107078896.92
2025,44000,Ministério do Meio Ambiente e Mudança do Cl,09,Previdência social,272,Previdência do regime estatutário,10493600.34,72067020.35,105779804.54
2025,36000,Ministério da Saúde,10,Saúde,331,Proteção e benefícios ao trabalhador,41964579.05,104478490.1,105321589.28
2025,56000,Ministério das Cidades,15,Urbanismo,122,Administração geral,36872362.78,93494568.07000001,104614391.4
2025,46000,Ministério da Gestão e da Inovação em Ser,11,Trabalho,126,Tecnologia da informação,-15090991.71,9951475.8,99399579.6
2025,49000,Ministério do Desenvolvimento Agrário e Agr,09,Previdência social,272,Previdência do regime estatutário,-25530050.0,66944314.83,99001714.8
2025,20000,Presidência da República,04,Administração,131,Comunicação social,43709216.89,38856217.6,97394794.64
2025,35000,Ministério das Relações Exteriores,07,Relações exteriores,331,Proteção e benefícios ao trabalhador,71977824.72,96097734.99,96049688.87
2025,20000,Presidência da República,04,Administração,122,Administração geral,12104039.919999998,55374914.739999995,95712543.27999999
2025,42000,Ministério da Cultura,13,Cultura,122,Administração geral,9073854.530000001,80883228.3,93495279.91
2025,37000,Controladoria-Geral da União,04,Administração,122,Administração geral,1084391.58,87582261.47,89327254.52
2025,41000,Ministério das Comunicações,09,Previdência social,272,Previdência do regime estatutário,17680506.85,60081104.53,86652470.02
2025,44000,Ministério do Meio Ambiente e Mudança do Cl,18,Gestão ambiental,125,Normatização e fiscalização,34851594.3,78120463.46000001,85783506.8
2025,36000,Ministério da Saúde,10,Saúde,304,Vigilância sanitária,25258487.82,74449440.68,83908315.66
2025,52000,Ministério da Defesa,06,Segurança pública,182,Defesa civil,517142.45999999996,56049216.75,83780024.2
2025,25201,Banco Central do Brasil - Orçamento Fiscal e,04,Administração,125,Normatização e fiscalização,61433469.06,74586092.95,78929828.49
2025,63000,Advocacia-Geral da União,03,Essencial à justiça,092,Representação judicial e extrajudicial,5661383.499999999,69046196.76,78050159.59
2025,68000,Ministério de Portos e Aeroportos,26,Transporte,122,Administração geral,14781942.21,71217653.13,77098967.79
2025,26000,Ministério da Educação,12,Educação,365,Educação infantil,233537223.86,79256120.22,77014919.88
2025,28000,"Ministério do Desenvolvimento, Indústria, C",22,Indústria,125,Normatização e fiscalização,12638560.67,77356033.32000001,74771631.77
2025,53000,Ministério da Integração e do Desenvolvime,09,Previdência social,272,Previdência do regime estatutário,23667405.83,50309533.07,74734384.31
2025,36000,Ministério da Saúde,10,Saúde,306,Alimentação e nutrição,1541128.88,74048862.48,74048862.48
2025,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,122,Administração geral,30962147.470000003,68705357.14,71326988.67
2025,25000,Ministério da Fazenda,04,Administração,092,Representação judicial e extrajudicial,123246129.60000001,71309330.42,71304539.21000001
2025,46000,Ministério da Gestão e da Inovação em Ser,04,Administração,846,Outros encargos especiais,-24857466.84,49391467.370000005,70291343.37
2025,28000,"Ministério do Desenvolvimento, Indústria, C",22,Indústria,122,Administração geral,23224967.12,72361868.84,69814202.07000001
2025,53000,Ministério da Integração e do Desenvolvime,06,Segurança pública,182,Defesa civil,105832453.78,63123299.45999999,67155496.38
2025,25000,Ministério da Fazenda,04,Administração,123,Administração financeira,46301.99999999997,63984540.21,63994545.760000005
2025,55000,Ministério do Desenvolvimento e Assistência,28,Encargos especiais,846,Outros encargos especiais,194872888.49,62501367.910000004,62714157.370000005
2025,36000,Ministério da Saúde,10,Saúde,126,Tecnologia da informação,96101188.72,66111556.92,60967335.14
2025,42000,Ministério da Cultura,13,Cultura,391,"Patrimônio histórico, artístico e arqueológico",37172010.730000004,51950505.57,60692667.85
2025,36000,Ministério da Saúde,10,Saúde,846,Outros encargos especiais,39692746.94,86175720.43,57596898.06999999
2025,22000,Ministério da Agricultura e Pecuária,20,Agricultura,572,Desenvolvimento tecnológico e engenharia,66094940.68,51972915.4,57029904.23
2025,35000,Ministério das Relações Exteriores,09,Previdência social,272,Previdência do regime estatutário,11140519.42,37499349.26,55729325.199999996
2025,51000,Ministério do Esporte,27,Desporto e lazer,811,Desporto de rendimento,50117116.910000004,54959488.300000004,54778568.71
2025,55000,Ministério do Desenvolvimento e Assistência,08,Assistência social,306,Alimentação e nutrição,70262894.38,52581240.93,52673140.82
2025,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,331,Proteção e benefícios ao trabalhador,797598.020000001,52584600.78,51927358.79
2025,49000,Ministério do Desenvolvimento Agrário e Agr,21,Organização agrária,606,Extensão rural,14999163.559999999,51490871.15,51778406.48
2025,22000,Ministério da Agricultura e Pecuária,20,Agricultura,331,Proteção e benefícios ao trabalhador,4767652.209999999,33130526.2,51480438.800000004
2025,30000,Ministério da Justiça e Segurança Pública,06,Segurança pública,128,Formação de recursos humanos,5754600.0,51451000.0,51451000.0
2025,26000,Ministério da Educação,14,Direitos da cidadania,422,"Direitos individuais, coletivos e difusos",124290580.36,71267560.75,50250480.33
2025,54000,Ministério do Turismo,23,Comércio e serviços,695,Turismo,1027682234.6899999,46986495.1,48504094.99
2025,53000,Ministério da Integração e do Desenvolvime,15,Urbanismo,244,Assistência comunitária,2653499891.7,53750172.3,44567898.45
2025,46000,Ministério da Gestão e da Inovação em Ser,11,Trabalho,122,Administração geral,-5010507.57,42958097.410000004,43594045.69
2025,24000,"Ministério da Ciência, Tecnologia e Inovaç",19,Ciência e Tecnologia,662,Produção industrial,7255729.53,11443270.14,42861057.48
2025,39000,Ministério dos Transportes,26,Transporte,121,Planejamento e orçamento,45295444.519999996,39468583.18,42229031.42
2025,33000,Ministério da Previdência Social,09,Previdência social,331,Proteção e benefícios ao trabalhador,39051489.330000006,45200504.23,40445526.2
2025,30000,Ministério da Justiça e Segurança Pública,04,Administração,122,Administração geral,-2621747.5700000003,35950813.23,39025290.43
2025,68000,Ministério de Portos e Aeroportos,26,Transporte,784,Transporte hidroviário,0.0,38139986.0,38139986.0
2025,20000,Presidência da República,06,Segurança pública,122,Administração geral,5836691.590000001,35762686.870000005,37839003.36
2025,32000,Ministério de Minas e Energia,19,Ciência e Tecnologia,122,Administração geral,-18737435.740000002,33634205.58,37773479.62
2025,32000,Ministério de Minas e Energia,25,Energia,572,Desenvolvimento tecnológico e engenharia,12547437.15,36282488.23,36668359.1
